feature_1,feature_2,feature_3,feature_4,feature_5,category
25075,91236,89645,1927,56639,beta
58014,62380,95440,98545,48573,alpha
78564,33747,44171,38846,44509,beta
88945,65347,44161,16223,64190,alpha
37969,67014,88627,61746,38385,beta
5031,52551,87104,64104,19986,beta
29665,57577,44609,10689,66767,beta
75135,42972,74773,58570,52707,beta
2292,30821,45172,43590,98718,alpha
21896,50316,17091,35495,5945,gamma
10989,75016,10104,39490,3947,gamma
31568,63992,73625,58323,905,alpha
38185,40274,44404,39717,98915,beta
15060,53292,20540,1342,70685,beta
43624,44080,44950,13256,24625,alpha
71208,79209,41980,79888,7057,alpha
35526,87569,63920,33672,86107,gamma
31819,3740,36042,8531,77840,gamma
27123,56743,9144,85115,13669,gamma
61810,78597,14330,38341,47744,alpha
47692,6536,17416,82501,85285,beta
60782,15054,64036,65876,89394,alpha
10875,263,67016,25827,41905,alpha
60574,82045,17564,84773,88383,gamma
63877,60686,49873,86446,48030,gamma
46767,14404,70223,48376,62731,gamma
93298,82880,84908,49963,92352,gamma
85982,83454,35341,43830,96672,gamma
57776,5396,87313,40055,65625,alpha
36105,1118,64159,97749,57325,gamma
76421,9305,72472,60853,50965,gamma
46743,82727,61427,77642,70364,gamma
4327,27591,91680,73147,91133,alpha
24237,76625,25792,50117,74198,alpha
77537,40167,43367,18764,11733,beta
72089,34475,71409,37764,1842,gamma
28644,76391,38125,9312,29066,beta
32953,80120,11647,26672,38609,beta
40414,55216,24099,27321,24606,alpha
27570,98532,27398,14015,42638,alpha
19926,2703,43575,76144,24052,beta
88686,51256,86768,68509,94179,alpha
48100,1799,21849,69077,96075,alpha
40078,52186,76239,66986,2833,gamma
38766,695,83174,96010,78561,beta
10085,19956,71036,15567,39278,beta
35721,50172,58728,7378,20322,alpha
394,33275,36143,67793,98292,alpha
6976,7014,5211,11370,20928,gamma
17535,44348,40567,95964,99982,beta
3365,51868,60457,18764,30778,gamma
26344,77436,69409,32401,61769,alpha
30977,51455,54063,5785,845,gamma
68010,72278,84833,83892,90355,gamma
14298,7079,20216,70596,17487,gamma
59309,69400,86702,4613,6701,beta
93891,63336,50997,29382,29831,alpha
82362,5060,22842,2221,88924,beta
64454,33566,75158,42809,29225,alpha
78381,35044,34234,20318,85317,gamma
50582,41579,78276,82141,47763,alpha
51181,853,83514,92082,49607,alpha
4913,10681,56633,89257,91947,beta
23054,63055,98249,36949,68599,beta
25308,70593,5920,87274,41527,alpha
33028,81974,12579,75286,72685,alpha
87522,32964,20767,60695,96401,alpha
29765,56644,645,32541,74337,beta
27981,99239,84475,1678,85764,gamma
82557,17784,98691,71485,15005,beta
11846,1344,68814,37861,84670,gamma
67604,80642,91795,52358,86731,alpha
17002,85815,6182,80051,68723,alpha
98436,83186,30193,60383,99874,beta
94088,53740,78725,46265,38483,gamma
52635,778,94426,70099,89828,gamma
71468,64780,48388,52474,57682,alpha
63925,92461,99233,70867,33124,alpha
46867,67141,71984,58367,57554,alpha
76202,11637,77491,27460,50194,beta
56078,70855,28034,33836,12548,gamma
91274,28472,34618,63610,21523,gamma
15120,83945,88961,70869,40546,beta
47495,96493,34224,78731,77114,beta
65037,87250,1436,71213,51460,beta
51553,80007,36149,36026,41205,beta
3604,77972,32524,49282,59172,alpha
22892,84775,18582,93283,69243,gamma
6343,16784,23343,23976,41356,beta
12455,94714,39587,72680,62600,gamma
29268,70612,82694,44987,94388,alpha
38445,93830,55065,80435,9076,gamma
34737,57366,82048,99173,38,beta
14203,48585,11607,31918,53655,gamma
84447,27997,53648,35161,48110,gamma
89429,6509,30555,18644,71744,alpha
85903,50860,88111,5400,23419,alpha
33251,97406,76295,90123,80335,alpha
21477,75092,8981,76178,67191,gamma
1571,12131,22774,12425,59870,gamma
19408,95618,61498,85864,72584,gamma
52577,37828,38741,36096,35975,alpha
84735,35571,64176,16953,78822,beta
84296,67427,31103,10271,62151,beta
95378,46147,98125,5397,86084,gamma
79448,95894,45605,19759,55001,beta
25709,5139,87440,39687,47342,alpha
15441,19442,37542,13922,74554,beta
60156,21040,17949,38976,19584,beta
58480,52972,25513,38154,92447,alpha
5912,59398,46931,33457,77803,beta
78365,70815,14607,2322,13454,beta
14464,80555,8675,29166,88744,beta
94008,60809,36929,57433,89339,gamma
60252,40857,2351,83828,59784,alpha
39116,47671,94198,76578,98734,gamma
37945,30202,34014,88829,69921,gamma
83803,10077,85594,21473,73326,beta
50778,19888,826,57367,65408,beta
16207,77221,36195,13661,58852,gamma
14986,24737,59081,2134,55021,gamma
52229,40884,65594,30182,53720,beta
77671,13254,55392,31676,57426,beta
15578,66115,76474,29616,68470,gamma
9896,78791,94604,39780,12094,alpha
36721,17609,34470,42105,30748,alpha
57462,77921,91180,38544,6029,alpha
88928,63663,32438,7128,87631,alpha
25921,10442,83378,73763,38399,alpha
43534,52682,40852,58177,32586,alpha
31916,54897,67625,60929,80905,alpha
47169,41591,12225,85303,72973,beta
25854,3513,68659,26657,72000,beta
5276,72734,78964,8340,35202,gamma
78088,96977,54097,55332,17255,beta
58977,9444,64435,7225,55364,gamma
28810,60734,2779,15712,51626,beta
59325,30235,48139,10763,32429,beta
29517,36510,21382,3602,66925,gamma
15283,72513,23758,97653,68450,gamma
29710,61020,52629,45664,31339,alpha
72684,11781,1424,38303,16240,alpha
49596,24210,51711,48841,12011,gamma
65482,41070,44829,57442,85687,beta
54276,66548,48518,38628,25065,alpha
33442,77562,53508,12557,11593,beta
42791,52397,32453,92949,11635,alpha
79737,84725,4475,58145,92902,gamma
29978,89796,19359,44324,83204,alpha
76101,63875,98085,20201,32670,beta
67962,32069,12122,66976,34296,beta
21057,49501,19814,87144,94542,beta
52921,96966,60876,67435,8887,gamma
20740,52288,47121,99303,44973,gamma
78872,78027,77599,51150,75098,alpha
25811,2126,5310,88625,40141,alpha
75056,3386,27358,79054,61333,gamma
16974,30035,93697,88458,49488,alpha
42751,15983,29931,46035,98151,alpha
73652,89709,20539,28440,68981,alpha
3071,42250,56529,79389,15694,beta
91191,70699,61302,97134,63323,beta
95266,1210,47577,99769,90399,gamma
81616,97878,42930,62125,42995,alpha
86460,92297,3826,62814,99592,beta
1889,79331,3264,42305,3585,beta
59042,35505,65074,95173,56572,beta
67363,27259,87281,8156,59906,gamma
27433,53322,42039,96620,10251,beta
73975,13566,70296,27494,93531,beta
92830,85575,96929,74213,19800,alpha
1884,60362,23633,54608,27498,gamma
45267,1737,6595,89989,68822,alpha
14594,93841,17271,22285,21028,gamma
98162,30287,23707,49702,28598,gamma
64673,71280,50052,64060,4979,alpha
44775,39654,28665,25731,18351,alpha
93313,21068,36899,54471,11859,alpha
65845,3690,68071,96752,56427,alpha
56111,36942,94412,65321,96957,alpha
28859,13001,93528,27618,93442,beta
84003,71542,39539,47863,20398,alpha
33844,6711,90762,81261,17826,alpha
2821,79229,75541,42122,20481,beta
52495,51395,22130,31561,4842,alpha
63749,45316,36821,4673,29081,alpha
57143,63956,18928,62986,72128,beta
94523,26160,17517,46979,22397,alpha
79810,80448,25189,67026,66529,alpha
76144,98817,99727,4677,693,gamma
5058,17354,14536,96738,16428,alpha
1942,67155,75664,67142,90620,gamma
71631,20408,64702,62920,28505,gamma
2604,9557,84613,18874,83685,alpha
68426,60734,36800,58328,64912,beta
10875,40263,2984,35804,73439,gamma
80394,27735,92846,34659,83467,gamma
64391,74455,4768,35823,32585,alpha
1190,15141,53897,35497,9532,beta
97783,53296,85959,64553,91982,alpha
68212,54855,82846,59439,28952,beta
30869,46294,35036,14190,99597,gamma
93867,7867,86458,95571,5837,beta
39583,30575,85875,70157,47169,beta
6699,56018,45973,55760,78300,alpha
37963,21062,99070,89298,22656,gamma
32351,80862,55970,77153,18650,alpha
44418,65185,31760,73927,61297,gamma
38704,22183,27317,72907,85439,alpha
36446,56989,93274,48077,43374,alpha
70499,2248,31954,72351,9993,gamma
7657,1930,87941,97205,62752,gamma
59180,69917,24477,82625,19788,gamma
92509,60646,91191,29101,83419,alpha
83404,96870,43063,29163,29907,gamma
84067,72526,16550,46344,35175,alpha
97586,97981,39725,7334,3158,alpha
28784,98831,30499,75854,29667,alpha
22147,11945,80457,70659,56640,beta
14455,21916,82070,78099,29841,gamma
30718,94182,52228,39791,23824,alpha
14816,3967,50029,54426,90962,alpha
15796,2665,75714,37054,8658,alpha
5374,25367,21172,29651,72906,gamma
95067,63785,15053,42918,97527,gamma
54171,57590,25280,67913,99637,alpha
63642,5773,76338,42269,48860,alpha
96882,41827,57852,81070,51058,beta
14818,39337,16530,2788,2398,alpha
51848,19627,37228,67064,40522,alpha
29893,22270,43100,31,91031,beta
17756,48767,1068,84826,57498,gamma
80998,20658,72224,29687,51071,gamma
62122,52613,92458,15368,60396,gamma
8144,75410,14038,40020,31856,gamma
93066,39504,80771,20070,59542,alpha
5238,35826,56979,86253,14017,beta
86796,10848,54922,86513,30577,alpha
18038,75871,25676,32389,70230,gamma
61351,90051,75806,97895,78684,gamma
69378,59238,6675,99188,34938,gamma
63209,64887,26970,39736,61327,gamma
73786,87881,82952,39280,57750,gamma
3143,28129,70322,7934,53622,gamma
82381,95453,49603,11229,39756,beta
45492,98980,3675,11155,14812,beta
86795,63559,82462,98893,18586,beta
80437,21715,59718,62965,12578,gamma
70269,69377,68452,96752,66831,beta
55005,54452,81152,96944,37194,gamma
91013,52115,73037,28684,42554,gamma
7793,8447,96222,59052,88941,gamma
23802,42559,53290,39234,24235,gamma
29549,14974,42723,87302,56016,gamma
45617,86091,69120,84629,85739,alpha
12878,62479,34211,76796,68428,alpha
85003,72951,67473,69048,80255,gamma
23864,73377,77688,74982,21075,beta
29349,92423,23607,41264,73681,gamma
29869,92008,15146,95925,11552,gamma
82402,32250,72836,76693,29512,gamma
53493,37036,71736,32610,53363,alpha
26828,69953,23389,95899,67530,beta
10016,18333,56964,8,73433,alpha
59093,38859,31020,40215,27009,beta
55045,36289,23749,73780,9761,beta
36457,57731,81481,94413,68310,gamma
33400,64511,19569,99672,17580,alpha
1585,85162,52579,10901,70977,beta
67461,4464,60079,83150,23484,alpha
52214,68453,693,86246,75386,beta
10555,92901,88168,24004,67136,beta
3072,44442,44462,52411,30819,gamma
76487,91221,33207,3780,32460,beta
17369,74449,49752,65411,23318,beta
60211,16165,71997,45054,95271,gamma
31151,24178,64712,26195,66247,alpha
9155,87885,59185,37268,35937,gamma
26271,70329,57565,41333,81563,gamma
12686,46480,72890,47844,9638,beta
48916,51690,47900,28953,21299,gamma
18245,5116,38821,61403,70266,beta
86445,65323,80607,59456,45061,alpha
82164,90757,7499,42271,99446,beta
45650,49650,70286,99869,17286,alpha
51099,63531,48441,75019,21313,alpha
89633,65410,33047,99207,87915,beta
63770,46405,59167,41196,18184,beta
45281,13983,9991,65208,54383,gamma
3403,47143,15264,56502,94303,alpha
90375,37458,96429,8277,41484,alpha
20676,82455,82067,39211,17350,alpha
54880,63170,43341,86803,1974,alpha
4179,59068,4746,97831,57950,alpha
32927,4943,98537,2511,33210,gamma
87159,34818,92565,24155,4035,beta
62594,64575,65694,52140,44313,gamma
94360,5185,66933,77123,96253,beta
12142,52693,26468,46359,16753,gamma
61855,54565,59211,25112,18685,beta
78601,49351,34849,33900,3897,gamma
46339,47504,75849,30452,97188,gamma
2012,90257,31254,55171,72894,gamma
30794,34685,40681,74896,14074,gamma
94453,54048,76890,28086,38743,alpha
19711,58667,356,13040,71923,alpha
31007,69446,99662,85274,58821,alpha
48901,85936,88353,98080,9579,beta
82840,36617,53466,48894,1584,alpha
90167,54268,15439,15391,3033,alpha
66864,99709,96542,51758,26247,beta
22043,55598,15343,74831,32117,gamma
76963,49464,36516,90466,24829,gamma
93734,56302,49941,13013,1013,gamma
35324,62448,87370,83355,69578,alpha
38699,9281,24012,1740,23449,beta
68839,39456,61477,51924,22694,beta
10704,19905,11616,64027,99122,gamma
74842,5696,70128,43512,92727,alpha
78557,37642,91662,68912,91222,beta
86671,75777,99556,36882,77340,alpha
44860,62009,37004,74941,88092,alpha
33152,36808,17558,69864,58103,alpha
97547,45855,49946,41160,62457,beta
30368,38874,12807,38114,19510,gamma
22500,59471,75570,85339,62115,beta
33517,7582,8850,25470,26910,gamma
87980,15726,36734,37310,47606,beta
77089,88206,72168,51423,11648,alpha
17395,21350,33945,37952,49849,gamma
91530,32274,57910,1575,67578,gamma
13105,87606,33460,92320,77032,alpha
7332,21002,91909,37035,87626,alpha
2766,58829,48727,89044,38814,alpha
24400,27335,32001,38359,80430,gamma
67353,15698,88027,38214,39086,beta
49759,69250,39161,9525,42578,alpha
75325,69970,87126,38231,70728,beta
26590,57777,19152,69004,11990,beta
48815,80858,13122,5855,55824,gamma
45926,91026,82452,11701,47852,beta
6321,15577,56503,48776,69263,beta
89473,65720,59518,32431,12246,beta
78982,74529,37250,19445,18968,alpha
34180,20987,58308,16394,58662,gamma
7490,30990,34754,47995,59746,beta
71998,83539,73422,70596,51009,alpha
61352,48136,3951,72501,36481,gamma
71161,99635,31889,24848,85397,gamma
47492,64877,69819,51138,58551,alpha
33742,12321,8873,81949,31862,gamma
72272,12532,90947,43312,59629,beta
71427,41972,9172,9382,24527,beta
79968,84451,49774,56132,3448,gamma
84845,79447,57744,84708,95768,alpha
56050,33096,29789,48880,99429,beta
51751,2067,68185,31713,7922,alpha
49813,35381,89300,49885,94989,gamma
92604,43120,28769,18216,88314,gamma
53107,33244,10441,22757,38431,alpha
87324,90063,3513,75182,51570,gamma
93889,17808,8842,70805,21213,alpha
16245,66817,46155,44021,74405,alpha
35582,76748,63692,54091,93222,beta
82917,95339,84056,16007,98839,alpha
25238,89658,20354,22368,26200,gamma
36401,97748,72112,42014,89340,gamma
33739,80651,72671,51160,25292,gamma
24896,25892,59013,27817,52094,alpha
32468,56736,25134,28768,67646,beta
82056,38816,64569,85496,15486,beta
86814,93737,90939,54869,37425,alpha
97277,59021,27266,3276,17227,beta
77310,59918,98086,13059,6589,beta
38287,10278,48249,19498,95582,beta
68217,53289,98449,69812,14339,gamma
20818,66013,50067,90,88970,gamma
95319,29229,58656,68697,79342,gamma
75546,63978,45970,60621,84891,alpha
37559,62411,32499,99107,65243,alpha
14724,21103,44261,80176,7893,gamma
49440,90470,354,75278,39217,beta
57337,91839,83018,58801,98712,beta
13761,72745,96462,26410,23859,alpha
94382,19346,26185,74237,61898,beta
4386,14489,56560,37757,86261,beta
82775,29365,29711,19205,78519,gamma
73400,42345,98477,65895,47883,alpha
3540,61867,91045,9563,41660,beta
92696,76930,18393,31881,37169,beta
82668,59146,25492,24768,79697,beta
85185,87123,50124,12089,60767,gamma
64382,64916,9634,47070,39572,gamma
89028,16025,6333,45927,10348,beta
55803,80513,74020,50129,5627,alpha
36630,54228,73124,52557,23877,gamma
11551,65640,27242,31286,77539,gamma
96651,61976,41543,81933,65524,beta
31597,82288,40712,95060,79781,alpha
21682,21721,67609,76504,16912,gamma
72200,17480,66223,66746,87001,alpha
31461,93894,77296,47016,48302,beta
37217,58619,36456,97165,36171,alpha
17869,98615,34738,13212,19275,beta
51783,19415,17232,13157,41881,gamma
34856,90997,25518,62514,50925,alpha
47233,38220,13993,70617,65553,alpha
1342,31020,39997,19364,66234,alpha
7371,79044,98462,50380,35491,alpha
3656,51426,71611,5329,88042,alpha
8498,63630,53034,61999,2010,alpha
50853,69653,44271,55888,12307,beta
51558,76884,59269,29811,12724,alpha
6458,8906,19279,22866,5075,beta
32080,86225,13837,72179,1169,alpha
42306,40115,1967,86133,85877,gamma
14313,10171,5436,85463,79678,alpha
68994,11985,69440,36901,33079,alpha
77505,79505,40496,94978,34153,beta
43319,77494,95197,67236,68486,beta
11007,47641,42196,46699,49668,alpha
25614,68720,46417,1701,40452,beta
93245,34468,56885,91879,74038,gamma
61912,98223,27981,76495,53684,beta
55268,36274,32764,80268,34081,alpha
390,83286,49420,87184,6524,alpha
43518,4910,85295,99959,21943,gamma
37115,68433,35700,73489,77122,gamma
78342,52976,88045,42676,53632,alpha
66968,70070,29073,62254,83261,alpha
68237,28096,69604,87549,10064,beta
18012,5737,58351,93939,93004,beta
39263,35094,28604,92009,955,alpha
2101,93155,22619,95269,98382,beta
55760,17303,74838,17532,67335,beta
26871,62802,61035,4019,65079,alpha
81494,39627,47801,56174,27921,alpha
10505,56147,44446,18204,99533,alpha
56903,99220,97759,39975,87904,gamma
76616,77771,68403,26287,37993,beta
76800,79157,97356,36489,53719,beta
71763,59280,24498,43159,95216,alpha
27965,31910,29935,37503,47538,gamma
68454,60480,42791,79504,32302,beta
56661,96164,99706,13146,48911,alpha
79555,53991,98295,29391,35101,alpha
84152,47639,36002,99326,82,gamma
76244,26765,75981,76412,61348,alpha
44460,82512,29438,22640,47953,beta
41087,9632,23385,59499,8678,gamma
7280,42568,74732,76648,70005,gamma
69562,96729,55500,15044,19591,alpha
55610,95384,6986,82318,86156,alpha
21556,45982,79957,92859,93313,beta
46380,26850,1733,57482,97206,gamma
39905,66046,18605,8750,13069,gamma
47812,77390,33386,85011,80331,beta
77405,6832,91209,29253,25235,beta
11046,43873,9650,88489,20950,gamma
21412,49908,61135,77409,76257,gamma
62873,97094,23980,31865,13437,beta
32768,28622,9281,44258,84169,gamma
96887,69335,25999,87686,64518,beta
25576,81895,97217,41976,18820,gamma
45930,80417,98091,91077,661,beta
56687,30982,26135,62701,27846,alpha
33565,89509,27358,95285,79288,beta
94617,87986,90529,73965,16345,gamma
98762,86877,33502,98491,86457,gamma
20197,20071,7307,11588,96430,alpha
95515,1287,87694,93389,36911,beta
47459,10679,8299,96385,39429,beta
13749,94,12021,38612,62977,alpha
88546,49106,91387,92928,63927,alpha
75155,85891,5662,7315,2147,gamma
66467,14849,90547,75484,24319,alpha
47543,48071,62332,66133,22046,gamma
75271,66440,57460,88373,25011,gamma
58311,13840,63952,54063,52985,beta
45496,94747,39034,55005,2915,gamma
18852,9015,23423,30186,58590,beta
61631,32809,61617,41399,68129,gamma
80894,15250,6544,55021,71904,alpha
79481,95049,15034,26839,91538,alpha
9747,44788,55579,21703,29409,alpha
87153,20320,97227,91145,78303,alpha
12312,63025,52107,89641,81268,gamma
47449,66735,80139,8132,449,gamma
85175,19692,31951,76750,44386,alpha
87958,61507,68012,62541,39748,gamma
78293,69227,91641,88196,47635,beta
34053,30650,95857,91562,83810,beta
71014,15441,70941,33243,51003,alpha
70636,22954,62531,49598,34690,gamma
2420,91022,65855,18603,15565,alpha
92842,16523,75895,55508,52683,alpha
25131,83241,9344,38219,38767,alpha
84935,89912,81309,43431,35397,gamma
75546,22238,19139,1949,90651,alpha
97357,85021,55094,97088,80625,beta
72380,61398,23128,65407,37729,alpha
76905,71255,66995,11373,78332,alpha
71157,5117,41169,94143,76702,beta
37726,21474,46173,2448,33980,beta
24192,2140,20530,19633,88496,beta
89251,16440,83648,41318,8057,gamma
51020,41116,13207,1889,89245,beta
81694,30438,20931,71619,63280,gamma
96548,60273,65585,25359,53720,beta
43288,2429,97141,51929,89059,beta
51970,89951,99864,89657,18414,beta
96429,64590,91039,84863,56230,beta
49272,12922,51917,28417,63390,gamma
58833,41042,85451,57595,18535,gamma
87000,41709,53922,23255,27018,gamma
64851,11622,86413,93684,24642,alpha
29319,2002,71524,61966,46270,alpha
28203,49421,54335,81325,44123,beta
47425,43063,16683,55855,30491,beta
92926,56703,32943,86735,26216,beta
87473,23013,54587,66221,97006,beta
16706,78230,66658,19117,29608,gamma
29461,22733,13679,8135,84583,gamma
52015,37577,75070,61437,27195,gamma
23544,40159,49583,61732,96093,gamma
49601,15033,80758,65855,5463,alpha
18135,28466,57332,44031,40733,beta
4485,67151,7572,86442,80197,gamma
97075,87711,72982,71908,84959,alpha
72445,22867,61160,52332,25638,alpha
65991,16301,278,65473,19063,gamma
44615,65177,85643,31650,28090,beta
